quarter,change_perc_mean,change_perc_stdv
2009Q4,0.8761290322580645,2.8138739149626524
2010Q1,0.0,0.0
2010Q2,-0.06983870967741936,1.1639425538405797
2010Q3,0.11328125000000004,5.867502119811468
2010Q4,0.3510606060606061,2.3612194559903403
2011Q1,-1.1435714285714285,6.071080008329035
2011Q2,0.8481967213114754,4.751267026873542
2011Q3,-0.31578125,3.3733614739497706
2011Q4,0.6655555555555557,5.184645933824171
2012Q1,-0.17439999999999997,2.0428086874040194
2012Q2,0.013870967741935488,2.6948118671757366
2012Q3,-0.017968749999999995,1.783374881302836
2012Q4,0.36800000000000005,2.2148682240711297
2013Q1,-0.02741379310344829,3.0369337955251683
2013Q2,0.08327868852459017,3.2648781096754975
2013Q3,0.000615384615384616,3.1827537589930857
2013Q4,0.3015151515151515,2.869604766366183
2014Q1,0.3325,2.6971083842448085
2014Q2,-0.09786885245901639,3.137080444592869
2014Q3,0.08953125000000002,2.203249713626496
2014Q4,0.12833333333333335,2.5371435078621745
2015Q1,0.015892857142857136,1.8082324637217257
2015Q2,0.029672131147540998,3.1921690469089694
2015Q3,-0.16907692307692307,1.5477137605563194
2015Q4,0.24454545454545457,2.874058070083099
2016Q1,-0.16254237288135592,3.1748166350636744
2016Q2,0.2703225806451613,2.5584869809988815
2016Q3,0.07384615384615383,3.059607660871168
2016Q4,-0.01692307692307693,2.816584214010897
2017Q1,-0.0035593220338983045,2.432734918104529
2017Q2,0.25483870967741934,3.603277079446415
2017Q3,0.07890624999999998,2.477470623334236
2017Q4,0.26938461538461533,3.8733810637974444
2018Q1,0.21157894736842106,3.009193525962019
2018Q2,-0.05016129032258064,4.653638270631574
2018Q3,0.09156250000000002,3.9760130859346794
2018Q4,-0.011076923076923066,3.312674581756468
2019Q1,0.014655172413793098,1.7261042390076402
2019Q2,-0.20393442622950822,5.618229934385777
2019Q3,0.10246153846153845,4.679565962368075
2019Q4,0.47984848484848486,4.9613101533998485
2020Q1,0.18440677966101696,5.068241982896497
2020Q2,-0.18564516129032255,4.958444567378272
2020Q3,-0.14030769230769233,4.532489302673109
2020Q4,0.4290769230769231,4.65563325548903
2021Q1,0.061379310344827596,2.544225969410751
2021Q2,0.27322580645161293,3.120942887262216
2021Q3,1.28203125,4.112827081483312
2021Q4,-0.3110606060606061,2.835101479007479
2022Q1,-0.2901724137931035,3.2330754959843464
2022Q2,-1.1919354838709677,3.104126729028278
2022Q3,-0.17890625,2.094049102066396
