,quarter,amihud,ln_amihud
0,2011Q3,20.589450465754737,3.0247788313078496
1,2011Q4,19.894228647632204,2.9904296719602543
2,2012Q1,31.64183074118405,3.4544800028305938
3,2012Q2,13.885504839424271,2.630845478716765
4,2012Q3,15.295260836176531,2.7275430311466686
5,2012Q4,26.007709057834806,3.2583929962978
6,2013Q1,1.2228584045167572,0.20119107282879822
7,2013Q2,39.864843657777875,3.685494824155169
8,2013Q3,44.61991549175587,3.7981802950482195
9,2013Q4,10.253481085883667,2.3276172660622243
10,2014Q1,2.293021931974117,0.8298705685810577
11,2014Q2,13.781679909382001,2.6233401673991614
12,2014Q3,12.152360703295704,2.4975234474809715
13,2014Q4,19.08984211535367,2.9491563671614784
14,2015Q1,1.870559966423455,0.6262378333263753
15,2015Q2,0.16281316930925435,-1.8151519361223367
16,2015Q3,0.029048367005066935,-3.5387930105149485
17,2015Q4,0.060734663500271596,-2.801240681303445
18,2016Q1,0.9302084230966956,-0.07234660708726012
19,2016Q2,0.03427065811801706,-3.373465739369389
20,2016Q3,0.008064291225914922,-4.820309453980464
21,2016Q4,0.013362606948179636,-4.315294999057417
22,2017Q1,0.9142012115791286,-0.08970458779645352
23,2017Q2,0.009277696032930827,-4.68014203532219
24,2017Q3,0.09716791268976192,-2.331314738376618
25,2017Q4,0.09970406131580653,-2.305548867479849
26,2018Q1,6.239585867394151,1.8309138127741391
27,2018Q2,1.4919548945680168,0.4000872698018105
28,2018Q3,2.1189267577351973,0.7509097141466506
29,2018Q4,4.982166691802877,1.6058648750925546
30,2019Q1,2.146620501447535,0.7638947456800426
31,2019Q2,3.54861127823375,1.2665563377229279
32,2019Q3,5.784119774964424,1.7551161926234573
33,2019Q4,3.0696203425769237,1.1215538870386685
34,2020Q1,9.628221166872786,2.2646984908735246
35,2020Q2,5.446868900714835,1.6950409299486553
36,2020Q3,1.7530157056476365,0.5613375651959607
37,2020Q4,3.174473665287798,1.155141843890004
38,2021Q1,1.2846220322252158,0.25046453673387964
39,2021Q2,0.5084694854802607,-0.6763500741825039
40,2021Q3,0.4412656995019236,-0.8181080917598108
41,2021Q4,0.006490249637419225,-5.03745428407227
42,2022Q1,0.0277256178537635,-3.5853984609168825
43,2022Q2,0.03940698002335509,-3.233812320415691
44,2022Q3,0.07082375608228701,-2.6475607966773005
