,date,quarter,price,shares_est,market_cap
0,2008-09-30,2008Q3,59.0,8100095.92901253,477905659812
1,2008-12-31,2008Q4,31.5,9719382.698570011,306160555005
2,2009-03-31,2009Q1,37.0,9719416.630387465,359618415324
3,2009-06-30,2009Q2,65.0,9719400.413507923,631761026878
4,2009-09-30,2009Q3,67.0,9719188.820722563,651185650988
5,2009-12-31,2009Q4,59.0,9719378.990697823,573443360451
6,2010-03-31,2010Q1,56.0,9719232.120612005,544276998754
7,2010-06-30,2010Q2,53.0,9719427.078164795,515129635143
8,2010-09-30,2010Q3,47.5,9913599.590701245,470895980558
9,2010-12-31,2010Q4,35.0,9913745.892661557,346981106243
10,2011-03-31,2011Q1,23.2,9913759.806879904,229999227520
11,2011-06-30,2011Q2,17.5,9913822.57589154,173491895078
12,2011-09-30,2011Q3,17.0,9913735.938425103,168533510953
13,2012-03-30,2012Q1,11.5,9913558.090843054,114005918045
14,2012-06-29,2012Q2,11.5,9913656.425418863,114007048892
15,2012-09-28,2012Q3,9.1,9913650.767178118,90214221981
16,2012-12-28,2012Q4,10.0,10059417.040358745,100594170404
17,2013-03-29,2013Q1,13.7,9913640.09539075,135816869307
18,2013-06-28,2013Q2,13.7,9913745.23377633,135818309703
19,2013-09-30,2013Q3,23.7,9913721.97309417,234955210762
20,2013-12-31,2013Q4,23.7,9913673.313416244,234954057528
21,2014-03-31,2014Q1,30.0,9913523.990886524,297405719727
22,2014-06-30,2014Q2,31.0,9913865.05525323,307329816713
23,2014-09-30,2014Q3,36.8,9913829.787234042,364828936170
24,2014-12-31,2014Q4,50.0,9913653.089709427,495682654485
25,2015-03-31,2015Q1,46.6,9913735.63039347,461980080376
26,2015-06-30,2015Q2,39.9,10059370.036263376,401368864447
27,2015-09-30,2015Q3,25.3,20118651.55306933,509001884293
28,2015-12-31,2015Q4,25.0,20119096.5820451,502977414551
29,2016-03-31,2016Q1,35.7,20119060.67877957,718250466232
30,2016-06-30,2016Q2,23.6,40237483.443708606,949604609272
31,2016-09-30,2016Q3,17.4,56330309.35317064,980147382745
32,2016-12-30,2016Q4,23.4,56330702.582139485,1318138440422
33,2017-03-31,2017Q1,23.3,56331349.20634921,1312520436508
34,2017-06-30,2017Q2,21.2,56332859.60056848,1194256623532
35,2017-09-29,2017Q3,22.05,56333797.44980214,1242160233768
36,2017-12-29,2017Q4,23.0,56830964.685615845,1307112187769
37,2018-03-30,2018Q1,19.8,56834598.17085036,1125325043783
38,2018-06-29,2018Q2,14.8,56834337.13597392,841148189612
39,2018-09-28,2018Q3,14.0,56833191.18692253,795664676617
40,2018-12-28,2018Q4,9.35,56831156.913954966,531371317145
41,2019-03-29,2019Q1,19.8,56833982.57666974,1125312855018
42,2019-06-28,2019Q2,18.45,56831486.21767548,1048540920716
43,2019-09-30,2019Q3,17.1,56832274.90826983,971831900931
44,2019-12-31,2019Q4,28.0,56832155.24996787,1591300346999
45,2020-03-31,2020Q1,18.0,56834331.33732535,1023017964072
46,2020-06-30,2020Q2,20.55,56834425.326066986,1167947440451
47,2020-09-30,2020Q3,19.4,56834315.612220354,1102585722877
48,2020-12-31,2020Q4,25.2,56833187.00614575,1432196312555
49,2021-03-31,2021Q1,29.0,56832572.12233336,1648144591548
50,2021-06-30,2021Q2,46.0,56833969.24499942,2614362585270
51,2021-09-30,2021Q3,35.8,58832525.7061813,2106204420281
52,2021-12-31,2021Q4,39.8,58834465.19524618,2341611714771
53,2022-03-31,2022Q1,35.2,73041187.28657736,2571049792488
54,2022-06-30,2022Q2,25.1,73042088.41148522,1833356419128
