quarter,change_perc_mean,change_perc_stdv
2009Q2,-9.8025,0.17708284313657705
2009Q3,0.35061538461538466,5.145064345116065
2009Q4,1.1092424242424241,6.830931980699393
2010Q1,-0.2853448275862069,3.2701962039518664
2010Q2,0.3714285714285714,3.5688676220751168
2010Q3,-0.23875,3.3481572757051223
2010Q4,-0.14015151515151514,3.1611640954288402
2011Q1,0.33614035087719296,2.61734240512474
2011Q2,-0.3821311475409836,3.890335081863813
2011Q3,-0.3930769230769231,4.497974170069831
2011Q4,-0.31061538461538457,3.771705465089316
2012Q1,1.005084745762712,4.196886519577528
2012Q2,0.18129032258064517,3.626223924017644
2012Q3,-0.4131250000000001,3.793049146187909
2012Q4,0.562923076923077,2.9297278686962356
2013Q1,-0.0060344827586206835,4.253725689839921
2013Q2,0.10557377049180325,4.669267081884181
2013Q3,-0.13368421052631585,4.252829532525014
2013Q4,-0.007796610169491472,2.958263159936348
2014Q1,1.1926785714285713,4.955915286924185
2014Q2,-0.13311475409836065,4.517870272958121
2014Q3,1.3878125000000001,4.230872726492464
2014Q4,-0.23848484848484847,3.3479078391985193
2015Q1,-0.22803571428571429,3.0834333989846487
2015Q2,-0.21524590163934423,3.496267822768243
2015Q3,0.4064615384615385,3.957485166889933
2015Q4,0.06848484848484844,2.6706105567680107
2016Q1,-0.16254237288135592,1.7781864000080478
2016Q2,-0.007741935483870971,1.5767973552502113
2016Q3,0.001692307692307704,2.03810004142244
2016Q4,0.14261538461538462,2.5012879663054823
2017Q1,0.08050847457627118,3.515564124903179
2017Q2,0.5211290322580645,2.2431762498733283
2017Q3,0.393448275862069,3.387852682086884
2017Q4,-0.1966153846153846,2.865978932299506
2018Q1,0.6217543859649123,2.454741128922776
2018Q2,-0.6083870967741936,3.0092094673171945
2018Q3,0.3559375,2.736073376180045
2018Q4,-0.3232307692307692,1.460209860444197
2019Q1,-0.12758620689655173,1.7859267684489621
2019Q2,0.008852459016393435,1.2993576597183905
2019Q3,0.16199999999999998,2.3897915704094363
2019Q4,-0.115,3.666209213888373
2020Q1,-0.2528813559322034,2.9725775711855476
2020Q2,-0.02564516129032257,2.9750352641347053
2020Q3,0.24123076923076925,3.678338410415559
2020Q4,0.7815151515151515,3.8367086224540246
2021Q1,0.639298245614035,3.883731112717476
2021Q2,0.865,3.3168821771430435
2021Q3,0.4315625,3.3441050805383705
2021Q4,0.18893939393939396,2.847660918010202
2022Q1,-0.0034482758620689074,2.394340220972973
2022Q2,-1.2151612903225808,3.9737733407584908
2022Q3,-0.0009375000000000355,3.180028810266816
