quarter,change_perc_mean,change_perc_stdv
2009Q2,-1.2771428571428574,13.449086001870695
2009Q3,0.9815384615384615,4.22626690723076
2009Q4,-0.8048484848484848,4.873990070512988
2010Q1,1.081896551724138,4.197570499035587
2010Q2,0.2170967741935484,4.194239369912092
2010Q3,-0.83203125,4.226392202177524
2010Q4,-0.3801515151515151,4.949040153224505
2011Q1,-0.039298245614035124,4.4850031293384225
2011Q2,-1.6431147540983608,4.630477491930901
2011Q3,-3.9143076923076925,4.204831287203585
2011Q4,-1.9476923076923076,3.911591255978333
2012Q1,0.738813559322034,3.9793527825626165
2012Q2,-0.17032258064516126,3.7228316244589843
2012Q3,-0.6095312500000001,3.5264976238573347
2012Q4,0.4493846153846154,3.716331725019258
2013Q1,-0.28879310344827586,4.905784297182044
2013Q2,-0.10213114754098361,4.834092853457307
2013Q3,-0.034838709677419304,4.698418897617941
2013Q4,0.13249999999999998,3.128492207448101
2014Q1,1.3110714285714287,4.864609366199334
2014Q2,-0.5798360655737704,3.7630162953864894
2014Q3,-0.003593749999999972,4.462998268723279
2014Q4,0.2487878787878788,5.4895098604664625
2015Q1,0.8167857142857143,5.1589928922550055
2015Q2,-0.1701639344262295,5.381637139942727
2015Q3,-0.3396923076923077,5.78481065194412
2015Q4,0.02030303030303026,5.233516532062864
2016Q1,0.9742372881355933,5.353639819976116
2016Q2,0.059354838709677386,5.304913241041383
2016Q3,1.3386153846153845,4.8771129641812285
2016Q4,-0.12338461538461538,4.318889931496821
2017Q1,0.13186440677966102,3.861898083699736
2017Q2,-0.48000000000000004,3.2435989928210165
2017Q3,-0.17171875,3.747918598956595
2017Q4,-0.662923076923077,3.9611609421500895
2018Q1,-0.2916949152542373,4.930590001955901
2018Q2,-0.014354838709677428,2.954591104253998
2018Q3,-0.7426562500000001,4.705626905989575
2018Q4,0.4723076923076923,3.1977779244103477
2019Q1,0.42,3.154831438208509
2019Q2,0.6970491803278688,3.1572241733640514
2019Q3,-0.5326153846153846,3.7858206990538545
2019Q4,-0.18030303030303033,2.3741492206987584
2020Q1,-0.1457627118644068,5.045846090628385
2020Q2,1.0214516129032258,5.8137448349421925
2020Q3,-0.3161538461538462,4.206316935688696
2020Q4,0.7321212121212122,4.113685420511361
2021Q1,0.6324137931034483,4.278840763794753
2021Q2,-0.16725806451612904,4.057619898879928
2021Q3,0.8212698412698413,4.240364596338649
2021Q4,0.27,3.900214195301428
2022Q1,0.35155172413793107,3.779827714315727
2022Q2,-0.9834426229508197,5.141114952111036
2022Q3,-0.43359375,4.470150513139244
